state,statefp,county,countyfp,year,month,trap_type,num_collection_events,num_sites,num_trap_nights,num_aegypti_collected,num_albopictus_collected,num_collections_aegypti,num_collections_albopictus
Florida,12,Lee,071,2017,3,BGS,20,4,20,33,5,11,4
Florida,12,Lee,071,2017,4,CO2,79,20,79,11,1,8,1
Florida,12,Lee,071,2017,4,BGS,22,7,22,41,9,16,5
Florida,12,Lee,071,2017,5,CO2,103,20,103,41,29,17,7
Florida,12,Lee,071,2017,5,BGS,35,7,35,235,133,34,16
Florida,12,Lee,071,2017,6,CO2,81,20,81,33,78,5,9
Florida,12,Lee,071,2017,6,BGS,30,8,30,958,520,28,27
Florida,12,Lee,071,2017,7,CO2,89,20,89,38,108,5,10
Florida,12,Lee,071,2017,7,BGS,29,8,29,515,441,24,23
Florida,12,Lee,071,2017,8,CO2,96,20,96,35,68,11,18
Florida,12,Lee,071,2017,8,BGS,40,8,40,43,113,27,28
Florida,12,Lee,071,2017,9,CO2,60,20,60,13,22,4,5
Florida,12,Lee,071,2017,9,BGS,16,8,16,20,25,6,6
Florida,12,Lee,071,2017,10,CO2,101,20,101,8,7,5,5
Florida,12,Lee,071,2017,10,BGS,37,8,37,326,82,32,16
Florida,12,Lee,071,2017,11,CO2,60,20,60,2,3,1,1
Florida,12,Lee,071,2017,11,BGS,18,8,18,99,21,15,9
Florida,12,Lee,071,2017,12,CO2,21,20,21,0,0,0,0
Florida,12,Lee,071,2017,12,BGS,9,8,9,30,2,5,2
Florida,12,Lee,071,2016,1,CO2,56,20,56,4,0,3,0
Florida,12,Lee,071,2016,1,BGS,1,1,1,0,0,0,0
Florida,12,Lee,071,2016,1,GRAV,24,9,24,4,3,3,2
Florida,12,Lee,071,2016,2,CO2,98,20,98,2,6,2,2
Florida,12,Lee,071,2016,2,BGS,12,4,12,32,7,12,5
Florida,12,Lee,071,2016,2,GRAV,39,9,39,2,15,1,9
Florida,12,Lee,071,2016,3,CO2,60,20,60,7,0,4,0
Florida,12,Lee,071,2016,3,BGS,12,4,12,40,19,10,7
Florida,12,Lee,071,2016,3,GRAV,25,9,25,1,25,1,4
Florida,12,Lee,071,2016,4,CO2,37,20,37,12,3,6,2
Florida,12,Lee,071,2016,4,BGS,15,4,15,131,34,13,9
Florida,12,Lee,071,2016,4,GRAV,13,9,13,7,5,3,1
Florida,12,Lee,071,2016,5,CO2,99,20,99,20,27,10,11
Florida,12,Lee,071,2016,5,BGS,16,4,16,212,69,14,10
Florida,12,Lee,071,2016,5,GRAV,41,9,41,13,51,7,12
Florida,12,Lee,071,2016,6,CO2,79,20,79,20,49,8,10
Florida,12,Lee,071,2016,6,BGS,20,4,20,206,170,18,13
Florida,12,Lee,071,2016,6,GRAV,31,9,31,27,36,8,8
Florida,12,Lee,071,2016,7,CO2,91,20,91,68,132,18,23
Florida,12,Lee,071,2016,7,BGS,16,4,16,212,129,14,14
Florida,12,Lee,071,2016,7,GRAV,16,8,16,6,63,2,5
Florida,12,Lee,071,2016,8,CO2,87,20,87,20,27,6,7
Florida,12,Lee,071,2016,8,BGS,20,4,20,187,71,19,17
Florida,12,Lee,071,2016,9,CO2,82,20,82,28,18,10,6
Florida,12,Lee,071,2016,9,BGS,16,4,16,73,23,14,7
Florida,12,Lee,071,2016,10,CO2,100,20,100,26,15,11,6
Florida,12,Lee,071,2016,10,BGS,4,4,4,40,6,3,2
Florida,12,Lee,071,2016,11,CO2,80,20,80,4,0,2,0
Florida,12,Lee,071,2016,11,BGS,16,4,16,27,5,10,5
Florida,12,Lee,071,2016,12,CO2,40,20,40,1,0,1,0
Florida,12,Lee,071,2016,12,BGS,4,4,4,1,1,1,1
Florida,12,Lee,071,2015,1,CO2,88,24,88,2,0,1,0
Florida,12,Lee,071,2015,1,BGS,12,4,12,15,4,4,4
Florida,12,Lee,071,2015,1,GRAV,32,9,32,0,3,0,3
Florida,12,Lee,071,2015,2,CO2,43,20,43,22,27,2,3
Florida,12,Lee,071,2015,2,BGS,8,4,8,4,0,3,0
Florida,12,Lee,071,2015,2,GRAV,16,8,16,1,2,1,2
Florida,12,Lee,071,2015,3,CO2,100,20,100,32,15,13,4
Florida,12,Lee,071,2015,3,BGS,16,4,16,50,21,12,10
Florida,12,Lee,071,2015,3,GRAV,40,8,40,5,11,2,5
Florida,12,Lee,071,2015,4,CO2,78,20,78,27,13,11,7
Florida,12,Lee,071,2015,4,BGS,20,4,20,125,41,15,13
Florida,12,Lee,071,2015,4,GRAV,31,9,31,19,61,7,13
Florida,12,Lee,071,2015,5,CO2,34,18,34,24,6,5,2
Florida,12,Lee,071,2015,5,BGS,8,4,8,53,14,7,5
Florida,12,Lee,071,2015,5,GRAV,16,9,16,1,26,1,4
Florida,12,Lee,071,2015,6,CO2,81,20,81,134,96,13,14
Florida,12,Lee,071,2015,6,BGS,16,5,16,290,114,15,13
Florida,12,Lee,071,2015,6,GRAV,33,9,33,12,87,4,15
Florida,12,Lee,071,2015,7,CO2,83,20,83,57,248,10,8
Florida,12,Lee,071,2015,7,BGS,19,4,19,129,77,17,15
Florida,12,Lee,071,2015,7,GRAV,32,8,32,41,44,7,8
Florida,12,Lee,071,2015,8,CO2,88,20,88,80,68,6,12
Florida,12,Lee,071,2015,8,BGS,16,4,16,149,9,12,2
Florida,12,Lee,071,2015,8,GRAV,35,9,35,19,88,9,14
Florida,12,Lee,071,2015,9,CO2,75,20,75,0,21,0,2
Florida,12,Lee,071,2015,9,BGS,16,4,16,108,20,14,10
Florida,12,Lee,071,2015,9,GRAV,31,9,31,9,21,4,7
Florida,12,Lee,071,2015,10,CO2,59,20,59,16,54,5,7
Florida,12,Lee,071,2015,10,BGS,12,4,12,119,32,11,6
Florida,12,Lee,071,2015,10,GRAV,22,9,22,25,16,4,3
Florida,12,Lee,071,2015,11,CO2,78,20,78,4,1,4,1
Florida,12,Lee,071,2015,11,BGS,7,4,7,40,8,6,3
Florida,12,Lee,071,2015,11,GRAV,31,8,31,9,7,4,4
Florida,12,Lee,071,2015,12,CO2,24,20,24,2,39,1,2
Florida,12,Lee,071,2015,12,BGS,8,4,8,21,15,6,6
Florida,12,Lee,071,2015,12,GRAV,8,8,8,2,11,1,2
Florida,12,Lee,071,2008,1,CO2,45,18,45,1,6,1,3
Florida,12,Lee,071,2008,2,CO2,49,18,49,2,2,1,1
Florida,12,Lee,071,2008,3,CO2,41,18,41,50,0,3,0
Florida,12,Lee,071,2008,4,CO2,108,20,108,3,43,3,10
Florida,12,Lee,071,2008,5,CO2,108,20,108,3,17,2,9
Florida,12,Lee,071,2008,6,CO2,135,20,135,15,119,4,18
Florida,12,Lee,071,2008,7,CO2,128,20,128,6,383,2,17
Florida,12,Lee,071,2008,8,CO2,89,20,89,0,18,0,7
Florida,12,Lee,071,2008,9,CO2,157,20,157,4,48,2,12
Florida,12,Lee,071,2008,10,CO2,114,20,114,12,34,7,14
Florida,12,Lee,071,2008,11,CO2,75,20,75,0,4,0,4
Florida,12,Lee,071,2008,12,CO2,24,18,24,0,0,0,0
Florida,12,Lee,071,2009,1,CO2,37,18,37,1,1,1,1
Florida,12,Lee,071,2009,2,CO2,52,19,52,1,0,1,0
Florida,12,Lee,071,2009,3,CO2,97,18,97,2,1,2,1
Florida,12,Lee,071,2009,4,CO2,98,20,98,0,1,0,1
Florida,12,Lee,071,2009,5,CO2,95,20,95,15,7,7,5
Florida,12,Lee,071,2009,6,CO2,147,20,147,18,162,8,33
Florida,12,Lee,071,2009,7,CO2,120,20,120,58,135,11,27
Florida,12,Lee,071,2009,8,CO2,135,20,135,16,124,11,21
Florida,12,Lee,071,2009,9,CO2,132,20,132,56,64,10,12
Florida,12,Lee,071,2009,10,CO2,108,20,108,20,58,8,12
Florida,12,Lee,071,2009,11,CO2,112,20,112,28,40,10,11
Florida,12,Lee,071,2009,12,CO2,32,12,32,0,5,0,1
Florida,12,Lee,071,2010,1,CO2,54,20,54,0,1,0,1
Florida,12,Lee,071,2010,2,CO2,97,20,97,1,3,1,3
Florida,12,Lee,071,2010,3,CO2,130,20,130,3,3,2,3
